,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
116,117,nw,NW,groeken,0.0,N,1019.9471803193736,1,11549.0
109,110,nw,NW,women,0.0,N,1132.5454756866336,1,11549.0
88,89,rw,HF,geweest,4.3568,Y,576.8082279193234,1,11549.0
38,39,rw,LF,sjalot,0.7782,Y,769.7579574673056,1,11549.0
120,121,nw,NW,nammer,0.0,N,982.1831329702461,1,11549.0
138,139,nw,NW,stodeum,0.0,N,886.9687628708244,0,11549.0
150,151,nw,NW,plirken,0.0,N,1088.3065498900623,1,11549.0
154,155,nw,NW,pals,0.0,N,958.3699820640852,1,11549.0
158,159,nw,NW,rastel,0.0,N,1011.7279717446802,1,11549.0
180,181,nw,NW,herken,0.0,N,1102.527118274181,1,11549.0
84,85,rw,HF,zag,4.3048,Y,654.8447669667362,1,11549.0
57,58,rw,HF,heren,3.8659,Y,627.2123202509696,1,11549.0
22,23,rw,LF,strotten,0.6021,Y,849.8967810887914,1,11549.0
67,68,rw,HF,soort,3.9872,Y,577.2097026390004,1,11549.0
44,45,rw,LF,grief,0.9031,Y,698.5319516883415,1,11549.0
91,92,rw,HF,moeder,4.4554,Y,524.7650073713794,1,11549.0
11,12,rw,LF,barse,0.4771,Y,546.3388208450309,1,11549.0
161,162,nw,NW,gebeikt,0.0,N,977.6883904640887,1,11549.0
115,116,nw,NW,plenk,0.0,N,963.8318561817899,1,11549.0
50,51,rw,HF,plan,3.7972,Y,477.0801885426082,1,11549.0
25,26,rw,LF,beitels,0.699,Y,703.6988220161702,1,11549.0
96,97,rw,HF,zeg,4.6872,Y,584.9966590083651,0,11549.0
172,173,nw,NW,klaap,0.0,N,1090.9979269939115,1,11549.0
60,61,rw,HF,los,3.9075,Y,626.5681803977112,1,11549.0
117,118,nw,NW,prookt,0.0,N,1089.881162382807,0,11549.0
142,143,nw,NW,rakot,0.0,N,894.0265900776037,0,11549.0
65,66,rw,HF,wakker,3.9448,Y,479.3790430873629,1,11549.0
68,69,rw,HF,sta,4.0123,Y,518.5906359196363,0,11549.0
56,57,rw,HF,reden,3.8548,Y,454.0426941089985,0,11549.0
151,152,nw,NW,grede,0.0,N,1118.787632940226,1,11549.0
13,14,rw,LF,juffen,0.4771,Y,587.1153320363236,1,11549.0
49,50,rw,LF,gisten,0.9542,Y,752.9100817939964,0,11549.0
3,4,rw,LF,polders,0.301,Y,725.6173871859891,0,11549.0
94,95,rw,HF,dood,4.6374,Y,559.8237287057422,1,11549.0
166,167,nw,NW,pectars,0.0,N,920.2851885789346,1,11549.0
179,180,nw,NW,kijs,0.0,N,1103.3269007639415,1,11549.0
181,182,nw,NW,hormen,0.0,N,993.7149247689022,1,11549.0
130,131,nw,NW,rogenten,0.0,N,943.1180977460446,1,11549.0
81,82,rw,HF,morgen,4.2678,Y,522.9416552176641,1,11549.0
17,18,rw,LF,deun,0.6021,Y,702.5423455776757,1,11549.0
136,137,nw,NW,smaan,0.0,N,1047.3318255186143,0,11549.0
47,48,rw,LF,balkons,0.9542,Y,612.0309535866345,1,11549.0
101,102,nw,NW,labber,0.0,N,939.695779000321,1,11549.0
118,119,nw,NW,doppel,0.0,N,926.8712101385453,0,11549.0
62,63,rw,HF,begin,3.9267,Y,502.06830186533296,0,11549.0
29,30,rw,LF,oker,0.699,Y,748.8375910024995,0,11549.0
73,74,rw,HF,help,4.0879,Y,564.6258351456482,0,11549.0
198,199,nw,NW,spodiel,0.0,N,1029.5626060066297,1,11549.0
97,98,rw,HF,had,4.9643,Y,507.27411536677454,1,11549.0
139,140,nw,NW,murselein,0.0,N,1081.3526862517824,1,11549.0
10,11,rw,LF,stekken,0.301,Y,724.618180003201,1,11549.0
15,16,rw,LF,snert,0.4771,Y,773.9344788387588,1,11549.0
119,120,nw,NW,verke,0.0,N,1025.9303739715763,1,11549.0
51,52,rw,HF,hield,3.8191,Y,591.6206826386787,1,11549.0
12,13,rw,LF,gevels,0.4771,Y,621.5884112164977,1,11549.0
9,10,rw,LF,sikkels,0.301,Y,689.3817346976499,1,11549.0
164,165,nw,NW,tombel,0.0,N,1032.3649102873696,1,11549.0
16,17,rw,LF,clusters,0.6021,Y,665.5609449150265,1,11549.0
8,9,rw,LF,reigers,0.301,Y,795.9104748662759,0,11549.0
178,179,nw,NW,monen,0.0,N,1178.1370246478607,1,11549.0
149,150,nw,NW,knaarde,0.0,N,984.0184867370845,1,11549.0
112,113,nw,NW,vroel,0.0,N,948.2677543467175,0,11549.0
128,129,nw,NW,grantel,0.0,N,1022.1784622498092,1,11549.0
37,38,rw,LF,sfinxen,0.7782,Y,671.9795687427111,0,11549.0
6,7,rw,LF,rafel,0.301,Y,801.1316815311652,0,11549.0
18,19,rw,LF,etui,0.6021,Y,756.9269015366351,1,11549.0
165,166,nw,NW,mijk,0.0,N,1027.600563365132,1,11549.0
110,111,nw,NW,kormel,0.0,N,1201.8452532092674,0,11549.0
183,184,nw,NW,rieve,0.0,N,950.897868354908,1,11549.0
162,163,nw,NW,plond,0.0,N,1003.9862770512917,0,11549.0
147,148,nw,NW,kadders,0.0,N,999.2321764808371,1,11549.0
157,158,nw,NW,rufel,0.0,N,995.5285911859033,1,11549.0
90,91,rw,HF,hele,4.4246,Y,611.66024306728,1,11549.0
187,188,nw,NW,klaam,0.0,N,1032.2029886367725,1,11549.0
122,123,nw,NW,kiemeten,0.0,N,1005.2419737776864,1,11549.0
156,157,nw,NW,udel,0.0,N,1035.457787580463,0,11549.0
86,87,rw,HF,ging,4.3434,Y,505.3452852207501,0,11549.0
102,103,nw,NW,brum,0.0,N,911.790592421734,0,11549.0
108,109,nw,NW,giep,0.0,N,969.3192353458619,1,11549.0
189,190,nw,NW,ploe,0.0,N,986.6475110678982,0,11549.0
46,47,rw,LF,venkel,0.9031,Y,1012.7476625141167,1,11549.0
129,130,nw,NW,bralat,0.0,N,1015.8992228632527,0,11549.0
39,40,rw,LF,topaas,0.7782,Y,742.6255928766806,1,11549.0
72,73,rw,HF,gemaakt,4.0844,Y,388.67266814153606,1,11549.0
52,53,rw,HF,boek,3.8196,Y,502.0580737236126,0,11549.0
199,200,nw,NW,fankel,0.0,N,974.1914224241889,0,11549.0
55,56,rw,HF,hard,3.8435,Y,492.01762728699487,1,11549.0
79,80,rw,HF,eigen,4.1922,Y,537.3108900389958,1,11549.0
131,132,nw,NW,fradingo,0.0,N,986.8830750037987,1,11549.0
152,153,nw,NW,entel,0.0,N,1098.923910469324,1,11549.0
58,59,rw,HF,redden,3.8783,Y,515.692461662682,0,11549.0
132,133,nw,NW,gefruld,0.0,N,946.5093153991089,1,11549.0
