,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
119,120,nw,NW,verke,0.0,N,931.6970078878701,1,40292.0
85,86,rw,HF,idee,4.3247,Y,443.39956065754296,0,40292.0
45,46,rw,LF,lijsters,0.9031,Y,635.5546600933344,1,40292.0
87,88,rw,HF,werd,4.3552,Y,374.1234851635936,1,40292.0
176,177,nw,NW,rons,0.0,N,1068.8667215368062,1,40292.0
51,52,rw,HF,hield,3.8191,Y,486.10180273893974,0,40292.0
35,36,rw,LF,metrum,0.7782,Y,764.8464977788651,1,40292.0
65,66,rw,HF,wakker,3.9448,Y,500.2041267341458,1,40292.0
71,72,rw,HF,lekker,4.082,Y,406.62629597874576,1,40292.0
193,194,nw,NW,pruit,0.0,N,1141.312005478441,1,40292.0
80,81,rw,HF,krijg,4.214,Y,452.4164320198729,1,40292.0
18,19,rw,LF,etui,0.6021,Y,564.2804103182549,1,40292.0
141,142,nw,NW,gardien,0.0,N,1041.515277500724,1,40292.0
184,185,nw,NW,drintels,0.0,N,1011.6044523786636,0,40292.0
123,124,nw,NW,vebras,0.0,N,1106.0440726421757,1,40292.0
171,172,nw,NW,vlump,0.0,N,920.375099948412,0,40292.0
157,158,nw,NW,rufel,0.0,N,1243.1858010621154,1,40292.0
42,43,rw,LF,stengels,0.8451,Y,577.7596560860015,1,40292.0
15,16,rw,LF,snert,0.4771,Y,523.7768849562334,0,40292.0
56,57,rw,HF,reden,3.8548,Y,387.1259628853344,1,40292.0
34,35,rw,LF,margriet,0.7782,Y,600.2879955314713,1,40292.0
154,155,nw,NW,pals,0.0,N,1005.4781618812062,1,40292.0
28,29,rw,LF,lanen,0.699,Y,773.3305367463737,1,40292.0
7,8,rw,LF,ratels,0.301,Y,865.9572683070003,1,40292.0
142,143,nw,NW,rakot,0.0,N,1146.8368542665748,1,40292.0
41,42,rw,LF,lome,0.8451,Y,598.1544007038808,1,40292.0
94,95,rw,HF,dood,4.6374,Y,489.30740218502274,1,40292.0
170,171,nw,NW,glijp,0.0,N,1135.1427943710862,0,40292.0
174,175,nw,NW,nergen,0.0,N,1165.8419940120561,0,40292.0
48,49,rw,LF,bonkte,0.9542,Y,780.5132460896531,1,40292.0
165,166,nw,NW,mijk,0.0,N,992.0190157638646,1,40292.0
190,191,nw,NW,darboen,0.0,N,953.3509555765945,1,40292.0
172,173,nw,NW,klaap,0.0,N,947.4922192075717,0,40292.0
10,11,rw,LF,stekken,0.301,Y,771.6132813054382,1,40292.0
103,104,nw,NW,goont,0.0,N,1069.2740989316894,0,40292.0
133,134,nw,NW,vrijk,0.0,N,1131.294865200494,1,40292.0
189,190,nw,NW,ploe,0.0,N,758.9023363061596,0,40292.0
144,145,nw,NW,bezans,0.0,N,899.7697576456892,1,40292.0
47,48,rw,LF,balkons,0.9542,Y,579.4377111775304,1,40292.0
161,162,nw,NW,gebeikt,0.0,N,994.7678251837652,1,40292.0
169,170,nw,NW,moksen,0.0,N,941.7703212575088,1,40292.0
147,148,nw,NW,kadders,0.0,N,923.8186413123213,1,40292.0
63,64,rw,HF,bezig,3.934,Y,380.09186965536287,0,40292.0
152,153,nw,NW,entel,0.0,N,1152.8088090412705,0,40292.0
115,116,nw,NW,plenk,0.0,N,895.202278995678,0,40292.0
128,129,nw,NW,grantel,0.0,N,1132.288963616403,1,40292.0
116,117,nw,NW,groeken,0.0,N,1031.7260813107494,1,40292.0
163,164,nw,NW,snoen,0.0,N,925.9881935493262,0,40292.0
24,25,rw,LF,ambten,0.699,Y,713.0980005912129,0,40292.0
82,83,rw,HF,vraag,4.281,Y,349.9181243056254,1,40292.0
50,51,rw,HF,plan,3.7972,Y,557.5959266764335,0,40292.0
188,189,nw,NW,trorg,0.0,N,1039.588367353238,1,40292.0
5,6,rw,LF,puien,0.301,Y,680.8337260720751,1,40292.0
93,94,rw,HF,gedaan,4.5868,Y,535.041465775855,1,40292.0
2,3,rw,LF,imams,0.301,Y,791.0112959193327,1,40292.0
160,161,nw,NW,gietsen,0.0,N,1061.410099550582,1,40292.0
21,22,rw,LF,spurt,0.6021,Y,893.310754241105,1,40292.0
100,101,nw,NW,millag,0.0,N,1220.7239642516292,1,40292.0
104,105,nw,NW,jugen,0.0,N,952.3712449246188,1,40292.0
145,146,nw,NW,gewunnen,0.0,N,1102.5313844198326,1,40292.0
22,23,rw,LF,strotten,0.6021,Y,553.2612896455519,1,40292.0
146,147,nw,NW,kuukt,0.0,N,945.7340560676014,1,40292.0
46,47,rw,LF,venkel,0.9031,Y,556.5043568162264,1,40292.0
112,113,nw,NW,vroel,0.0,N,944.2426478098242,1,40292.0
121,122,nw,NW,bluit,0.0,N,873.8289523682043,1,40292.0
149,150,nw,NW,knaarde,0.0,N,992.2880204920066,1,40292.0
74,75,rw,HF,vroeg,4.1163,Y,415.1316906496178,0,40292.0
54,55,rw,HF,recht,3.8432,Y,598.6989492081981,1,40292.0
97,98,rw,HF,had,4.9643,Y,667.5292454221066,1,40292.0
96,97,rw,HF,zeg,4.6872,Y,389.7225447111015,1,40292.0
124,125,nw,NW,kabrieken,0.0,N,884.2777018460547,1,40292.0
106,107,nw,NW,gals,0.0,N,1043.2247843392738,0,40292.0
57,58,rw,HF,heren,3.8659,Y,432.84004810377223,1,40292.0
66,67,rw,HF,plaats,3.97,Y,384.14837021483703,0,40292.0
126,127,nw,NW,sluinen,0.0,N,959.0216708402704,0,40292.0
3,4,rw,LF,polders,0.301,Y,477.96338754332737,0,40292.0
4,5,rw,LF,ponten,0.301,Y,746.3272533830259,1,40292.0
132,133,nw,NW,gefruld,0.0,N,892.2931115920381,1,40292.0
52,53,rw,HF,boek,3.8196,Y,571.4012672534734,1,40292.0
76,77,rw,HF,hen,4.158,Y,454.90927009284167,1,40292.0
79,80,rw,HF,eigen,4.1922,Y,393.4099172057492,1,40292.0
108,109,nw,NW,giep,0.0,N,1105.5550825360517,1,40292.0
8,9,rw,LF,reigers,0.301,Y,572.68804946624,1,40292.0
33,34,rw,LF,gonsde,0.7782,Y,607.0882366643699,1,40292.0
181,182,nw,NW,hormen,0.0,N,942.7983907708057,1,40292.0
125,126,nw,NW,zelijk,0.0,N,926.1247350088178,1,40292.0
192,193,nw,NW,nef,0.0,N,1014.1006258939601,1,40292.0
91,92,rw,HF,moeder,4.4554,Y,536.9743666379336,1,40292.0
138,139,nw,NW,stodeum,0.0,N,1104.9719390730759,1,40292.0
182,183,nw,NW,zuun,0.0,N,1046.0628923167965,0,40292.0
53,54,rw,HF,baby,3.8221,Y,669.7492897580577,1,40292.0
92,93,rw,HF,dacht,4.5313,Y,401.88119902175765,1,40292.0
64,65,rw,HF,zoek,3.9398,Y,364.50439392564164,0,40292.0
137,138,nw,NW,glaf,0.0,N,966.9923111488386,1,40292.0
83,84,rw,HF,auto,4.3017,Y,420.93855880331876,0,40292.0
185,186,nw,NW,brad,0.0,N,962.2288769250229,0,40292.0
68,69,rw,HF,sta,4.0123,Y,421.9104047891127,1,40292.0
122,123,nw,NW,kiemeten,0.0,N,1096.8807417907994,1,40292.0
12,13,rw,LF,gevels,0.4771,Y,828.6829750638747,1,40292.0
191,192,nw,NW,megen,0.0,N,1075.3485667842892,1,40292.0
95,96,rw,HF,zit,4.666,Y,536.259643188622,1,40292.0
180,181,nw,NW,herken,0.0,N,987.1217996696532,1,40292.0
78,79,rw,HF,uur,4.1832,Y,472.54468847425034,1,40292.0
135,136,nw,NW,kumus,0.0,N,993.7676499541242,1,40292.0
30,31,rw,LF,porde,0.699,Y,771.9486052705732,1,40292.0
43,44,rw,LF,stram,0.8451,Y,696.6797086175392,1,40292.0
120,121,nw,NW,nammer,0.0,N,998.9395453187683,1,40292.0
159,160,nw,NW,jaat,0.0,N,931.778560138905,1,40292.0
25,26,rw,LF,beitels,0.699,Y,679.2405591236884,0,40292.0
29,30,rw,LF,oker,0.699,Y,615.5914338851267,1,40292.0
75,76,rw,HF,wachten,4.1516,Y,463.90118189252354,1,40292.0
155,156,nw,NW,loedsels,0.0,N,1141.6847280232766,1,40292.0
88,89,rw,HF,geweest,4.3568,Y,588.8134468368282,1,40292.0
9,10,rw,LF,sikkels,0.301,Y,795.8857124270088,0,40292.0
32,33,rw,LF,woei,0.699,Y,593.1076563471026,0,40292.0
1,2,rw,LF,hese,0.301,Y,664.1278458110271,1,40292.0
196,197,nw,NW,zerder,0.0,N,1007.1542339532868,1,40292.0
164,165,nw,NW,tombel,0.0,N,970.2611042774379,1,40292.0
105,106,nw,NW,slont,0.0,N,902.0320983513988,1,40292.0
17,18,rw,LF,deun,0.6021,Y,788.9243164715731,1,40292.0
187,188,nw,NW,klaam,0.0,N,1013.2792468953854,1,40292.0
70,71,rw,HF,ogen,4.0572,Y,515.1432281558525,0,40292.0
162,163,nw,NW,plond,0.0,N,1005.4372903860233,0,40292.0
77,78,rw,HF,open,4.1693,Y,313.219941216469,1,40292.0
177,178,nw,NW,gimmel,0.0,N,1091.0513655909788,1,40292.0
13,14,rw,LF,juffen,0.4771,Y,689.8100884907653,0,40292.0
23,24,rw,LF,wrongel,0.6021,Y,513.0874601291237,1,40292.0
139,140,nw,NW,murselein,0.0,N,1178.9077403667443,1,40292.0
168,169,nw,NW,plin,0.0,N,849.0929735917343,1,40292.0
102,103,nw,NW,brum,0.0,N,1041.676455284297,1,40292.0
84,85,rw,HF,zag,4.3048,Y,483.08778333987726,1,40292.0
167,168,nw,NW,stiraal,0.0,N,993.1611824574859,0,40292.0
143,144,nw,NW,ant,0.0,N,1095.0117703274013,1,40292.0
134,135,nw,NW,vlorken,0.0,N,1108.9767162662292,1,40292.0
148,149,nw,NW,leumen,0.0,N,1038.0105078940167,1,40292.0
179,180,nw,NW,kijs,0.0,N,883.4873192514609,1,40292.0
19,20,rw,LF,schoffels,0.6021,Y,468.47440783603736,0,40292.0
178,179,nw,NW,monen,0.0,N,812.882018157276,1,40292.0
99,100,rw,HF,kom,5.0578,Y,405.8642709737908,1,40292.0
101,102,nw,NW,labber,0.0,N,1011.7382416099334,0,40292.0
39,40,rw,LF,topaas,0.7782,Y,775.7681088467965,1,40292.0
6,7,rw,LF,rafel,0.301,Y,773.3774454471397,1,40292.0
114,115,nw,NW,liek,0.0,N,994.225204724751,1,40292.0
55,56,rw,HF,hard,3.8435,Y,325.8421465339388,1,40292.0
109,110,nw,NW,women,0.0,N,1084.6757891799612,1,40292.0
198,199,nw,NW,spodiel,0.0,N,918.4483761456443,1,40292.0
127,128,nw,NW,kandola,0.0,N,1057.3866087670403,0,40292.0
37,38,rw,LF,sfinxen,0.7782,Y,851.3682660655909,1,40292.0
117,118,nw,NW,prookt,0.0,N,1250.196673181236,1,40292.0
14,15,rw,LF,karpers,0.4771,Y,724.6224950780844,0,40292.0
69,70,rw,HF,juist,4.0152,Y,649.8670595040456,1,40292.0
44,45,rw,LF,grief,0.9031,Y,759.9331061294354,1,40292.0
0,1,rw,LF,buidels,0.301,Y,662.889427974462,1,40292.0
90,91,rw,HF,hele,4.4246,Y,612.4815943320107,1,40292.0
26,27,rw,LF,flans,0.699,Y,678.485959416645,1,40292.0
89,90,rw,HF,wist,4.4149,Y,378.61990064560746,1,40292.0
31,32,rw,LF,suste,0.699,Y,783.3082145556458,1,40292.0
199,200,nw,NW,fankel,0.0,N,1013.2774967564876,1,40292.0
58,59,rw,HF,redden,3.8783,Y,278.76297943136456,0,40292.0
110,111,nw,NW,kormel,0.0,N,1170.9444481771473,1,40292.0
166,167,nw,NW,pectars,0.0,N,1026.7429157178276,1,40292.0
173,174,nw,NW,bluurde,0.0,N,917.5040842514901,1,40292.0
36,37,rw,LF,rogge,0.7782,Y,964.167693122979,0,40292.0
